Retriever,Query,Expected Chunk,Top Retrieved Chunk,Rank of Expected Chunk,Rank Error,Expected Score,Top Retrieved Score,Success,Recall@1,Recall@5,Recall@10,MRR,Expected Title,Retrieved Title,Expected Chunk Text,Top Retrieved Text
Vector,How many steps are involved in mapping input text to numerical representations?,98,226,,,,0.6009718179702759,False,False,False,False,0.0,Transformer (deep learning),Large language model,",
                …
              
            
            
              
                
                  combine them into a matrix 
                
                H
              
              
                
                =
                
                  
                    [
                    
                      
                        
                          
       ","Dataset preprocessing
Tokenization
As machine learning algorithms process numbers rather than text, the text must be converted to numbers. In the first step, a vocabulary is decided upon, then integer indices are arbitrarily but uniquely assigned to each vocabulary entry, and finally, an embedding is associated with the integer index. Algorithms include byte-pair encoding (BPE) and WordPiece. Ther"
Vector,What process converts input text to numerical representations for transformers?,98,44,,,,0.4780162274837494,False,False,False,False,0.0,Transformer (deep learning),Transformer (deep learning),",
                …
              
            
            
              
                
                  combine them into a matrix 
                
                H
              
              
                
                =
                
                  
                    [
                    
                      
                        
                          
       ","Tokenization
As the transformer architecture natively consists of operations over numbers (matrix multiplications, dot products, activation functions) rather than over text, there must first be a mapping from any input text to some numerical representation. This happens in three steps.
First, the input text is treated by a preprocessor, which performs both textual transformations and splits the te"
Vector,What is pretokenization?,99,44,,,,0.6213032603263855,False,False,False,False,0.0,Transformer (deep learning),Transformer (deep learning),"⋮
                        
                      
                    
                    ]
                  
                
              
            
            
              
                
                  EncoderLayer
                
                (
                H
                )
              
              
                
                =
                
              ","Tokenization
As the transformer architecture natively consists of operations over numbers (matrix multiplications, dot products, activation functions) rather than over text, there must first be a mapping from any input text to some numerical representation. This happens in three steps.
First, the input text is treated by a preprocessor, which performs both textual transformations and splits the te"
Vector,What is the role of the tokenizer?,99,596,,,,0.5869892835617065,False,False,False,False,0.0,Transformer (deep learning),BERT (language model),"⋮
                        
                      
                    
                    ]
                  
                
              
            
            
              
                
                  EncoderLayer
                
                (
                H
                )
              
              
                
                =
                
              ","Embedding
This section describes the embedding used by BERTBASE. The other one, BERTLARGE, is similar, just larger.
The tokenizer of BERT is WordPiece, which is a sub-word strategy like byte-pair encoding. Its vocabulary size is 30,000, and any token not appearing in its vocabulary is replaced by [UNK] (""unknown""). 

The first layer is the embedding layer, which contains three components: token ty"
Vector,What are tokens defined as?,99,597,,,,0.5111480951309204,False,False,False,False,0.0,Transformer (deep learning),BERT (language model),"⋮
                        
                      
                    
                    ]
                  
                
              
            
            
              
                
                  EncoderLayer
                
                (
                H
                )
              
              
                
                =
                
              ","Token type: The token type is a standard embedding layer, translating a one-hot vector into a dense vector based on its token type.
Position: The position embeddings are based on a token's position in the sequence. BERT uses absolute position embeddings, where each position in a sequence is mapped to a real-valued vector. Each dimension of the vector consists of a sinusoidal function that takes th"
BM25,What is a transformer?,0,595,12.0,11.0,5.228683712364598,10.7033662419715,False,False,False,False,0.08333333333333333,Transformer (deep learning),BERT (language model),"In deep learning, the transformer is a family of artificial neural network architectures based on the multi-head attention mechanism, in which text is converted to numerical representations called tokens, and each token is converted into a vector via lookup from a word embedding table. At each layer, each token is then contextualized within the scope of the context window with other (unmasked) tok","The three attention matrices are added together element-wise, then passed through a softmax layer and multiplied by a projection matrix.
Absolute position encoding is included in the final self-attention layer as additional input.

Notes
References
Further reading
Rogers, Anna; Kovaleva, Olga; Rumshisky, Anna (2020). ""A Primer in BERTology: What we know about how BERT works"". arXiv:2002.12327 [cs."
BM25,Why are transformers efficient?,0,244,16.0,15.0,3.3353353862516757,7.177401729740037,False,False,False,False,0.0625,Transformer (deep learning),BERT (language model),"In deep learning, the transformer is a family of artificial neural network architectures based on the multi-head attention mechanism, in which text is converted to numerical representations called tokens, and each token is converted into a vector via lookup from a word embedding table. At each layer, each token is then contextualized within the scope of the context window with other (unmasked) tok","language in a computer systems was established, the focus shifted to establishing frameworks for computer systems to generate language with acceptable grammar. In his 2014 book titled The Language Myth: Why Language Is Not An Instinct, British cognitive linguist and digital communication technologist Vyvyan Evans mapped out the role of probabilistic context-free grammar (PCFG) in enabling NLP to m"
BM25,What mechanism powers transformers?,0,595,557.0,556.0,0.0,6.712828131516723,False,False,False,False,0.0017953321364452424,Transformer (deep learning),BERT (language model),"In deep learning, the transformer is a family of artificial neural network architectures based on the multi-head attention mechanism, in which text is converted to numerical representations called tokens, and each token is converted into a vector via lookup from a word embedding table. At each layer, each token is then contextualized within the scope of the context window with other (unmasked) tok","The three attention matrices are added together element-wise, then passed through a softmax layer and multiplied by a projection matrix.
Absolute position encoding is included in the final self-attention layer as additional input.

Notes
References
Further reading
Rogers, Anna; Kovaleva, Olga; Rumshisky, Anna (2020). ""A Primer in BERTology: What we know about how BERT works"". arXiv:2002.12327 [cs."
BM25,What is the first step in processing inputs in a transformer?,1,552,765.0,764.0,1.6184796792829528,18.016550149140382,False,False,False,False,0.00130718954248366,Transformer (deep learning),BERT (language model),"Transformers have the advantage of having no recurrent units, therefore requiring less training time than earlier recurrent neural architectures (RNNs) such as long short-term memory (LSTM). Later variations have been widely adopted for training large language models (LLMs) on large (language) datasets. Modern transformer designs are commonly grouped into encoder-only, decoder-only, and encoder-de","History
Early precedents of structured user interaction with ruled-based AI systems can be found in enterprise automation software from 1990s. For example, The Intelligent Filling Manager (1999), developed by Krishna C. Mukherjee, used a dynamic Q&A interface driven by rule-based expert system to collect user inputs for generating regulatory filings automatically across jurisdictions. While not in"
BM25,What mechanism is used to mix information across positions?,1,699,823.0,822.0,0.0,12.75538038572366,False,False,False,False,0.001215066828675577,Transformer (deep learning),BERT (language model),"Transformers have the advantage of having no recurrent units, therefore requiring less training time than earlier recurrent neural architectures (RNNs) such as long short-term memory (LSTM). Later variations have been widely adopted for training large language models (LLMs) on large (language) datasets. Modern transformer designs are commonly grouped into encoder-only, decoder-only, and encoder-de","Information retrieval (IR) in computing and information science is the task of identifying and retrieving information system resources that are relevant to an information need. The information need can be specified in the form of a search query. In the case of document retrieval, queries can be based on full-text or other content-based indexing. Information retrieval is the science of searching fo"
BM25,Why is positional information added in transformers?,1,32,702.0,701.0,0.0,12.774841363152087,False,False,False,False,0.0014245014245014246,Transformer (deep learning),BERT (language model),"Transformers have the advantage of having no recurrent units, therefore requiring less training time than earlier recurrent neural architectures (RNNs) such as long short-term memory (LSTM). Later variations have been widely adopted for training large language models (LLMs) on large (language) datasets. Modern transformer designs are commonly grouped into encoder-only, decoder-only, and encoder-de","Positional encoding
A positional encoding is a fixed-size vector representation of the relative positions of tokens within a sequence: it provides the transformer model with information about where the words are in the input sequence. This induces a bias towards the order of the input sequence, so that, for example, the input sequence ""man bites dog"" is processed differently from ""dog bites man"".
"
BM25,Who proposed the original transformer architecture?,2,2,1.0,0.0,11.149464534758085,11.149464534758085,True,True,True,True,1.0,Transformer (deep learning),BERT (language model),"The original version of the transformer architecture was proposed in the 2017 paper ""Attention Is All You Need"" by researchers at Google. The predecessors of transformers were developed as an improvement over previous architectures for machine translation, but have found many applications since. They are used in large-scale natural language processing, computer vision (vision transformers), reinfo","The original version of the transformer architecture was proposed in the 2017 paper ""Attention Is All You Need"" by researchers at Google. The predecessors of transformers were developed as an improvement over previous architectures for machine translation, but have found many applications since. They are used in large-scale natural language processing, computer vision (vision transformers), reinfo"
BM25,What change in layer normalization improved optimization stability?,2,595,289.0,288.0,2.071867695976721,13.427733342729942,False,False,False,False,0.0034602076124567475,Transformer (deep learning),BERT (language model),"The original version of the transformer architecture was proposed in the 2017 paper ""Attention Is All You Need"" by researchers at Google. The predecessors of transformers were developed as an improvement over previous architectures for machine translation, but have found many applications since. They are used in large-scale natural language processing, computer vision (vision transformers), reinfo","The three attention matrices are added together element-wise, then passed through a softmax layer and multiplied by a projection matrix.
Absolute position encoding is included in the final self-attention layer as additional input.

Notes
References
Further reading
Rogers, Anna; Kovaleva, Olga; Rumshisky, Anna (2020). ""A Primer in BERTology: What we know about how BERT works"". arXiv:2002.12327 [cs."
BM25,What is a key component of modern transformer systems?,2,46,374.0,373.0,5.084128224460617,15.406244983381132,False,False,False,False,0.00267379679144385,Transformer (deep learning),BERT (language model),"The original version of the transformer architecture was proposed in the 2017 paper ""Attention Is All You Need"" by researchers at Google. The predecessors of transformers were developed as an improvement over previous architectures for machine translation, but have found many applications since. They are used in large-scale natural language processing, computer vision (vision transformers), reinfo","Scaled dot-product attention
Attention head
The attention mechanism used in the transformer architecture are scaled dot-product attention units. For each unit, the transformer model learns three weight matrices: the query weights 
  
    
      
        
          W
          
            Q
          
        
      
    
    {\displaystyle W^{Q}}
  
, the key weights 
  
    
      
        
    "
BM25,What can modern transformer systems do to eliminate the need for learning-rate warm-up?,3,358,353.0,352.0,5.083109139420177,17.282176096150323,False,False,False,False,0.0028328611898017,Transformer (deep learning),BERT (language model),"History
Predecessors
For many years, sequence modelling and generation was done by using plain recurrent neural networks (RNNs). A well-cited early example was the Elman network (1990). In theory, the information from one token can propagate arbitrarily far down the sequence, but in practice the vanishing-gradient problem leaves the model's state at the end of a long sentence without precise, extr","Importantly, a deep learning process can learn which features to optimally place at which level on its own. Prior to deep learning, machine learning techniques often involved hand-crafted feature engineering to transform the data into a more suitable representation for a classification algorithm to operate on. In the deep learning approach, features are not hand-crafted and the model discovers use"
BM25,What type of positional embeddings are commonly used in modern transformer systems?,3,98,196.0,195.0,5.482822842084299,16.989033030269777,False,False,False,False,0.00510204081632653,Transformer (deep learning),BERT (language model),"History
Predecessors
For many years, sequence modelling and generation was done by using plain recurrent neural networks (RNNs). A well-cited early example was the Elman network (1990). In theory, the information from one token can propagate arbitrarily far down the sequence, but in practice the vanishing-gradient problem leaves the model's state at the end of a long sentence without precise, extr","Subsequent work
Alternative activation functions
The original transformer uses ReLU activation function. Other activation functions were developed. The Llama series and PaLM used SwiGLU; both GPT-1 and BERT used GELU.
Alternative activation functions are often used in combination with Gated Linear Units in the feedforward module.

Alternative normalizations
The normalization used in the transforme"
BM25,What style of kernels are used in modern transformer systems?,3,539,166.0,165.0,5.482822842084299,14.98511480853783,False,False,False,False,0.006024096385542169,Transformer (deep learning),BERT (language model),"History
Predecessors
For many years, sequence modelling and generation was done by using plain recurrent neural networks (RNNs). A well-cited early example was the Elman network (1990). In theory, the information from one token can propagate arbitrarily far down the sequence, but in practice the vanishing-gradient problem leaves the model's state at the end of a long sentence without precise, extr","A text-to-image prompt commonly includes a description of the subject of the art, the desired medium (such as digital painting or photography), style (such as hyperrealistic or pop-art), lighting (such as rim lighting or crepuscular rays), color, and texture. Word order also affects the output of a text-to-image prompt. Words closer to the start of a prompt may be emphasized more heavily.

Artist "
BM25,What replaced recurrent neural networks in transformers?,4,365,71.0,70.0,5.829646669647236,13.042834923894919,False,False,False,False,0.014084507042253521,Transformer (deep learning),BERT (language model),"Neural networks using multiplicative units were later called sigma-pi networks or higher-order networks. LSTM became the standard architecture for long sequence modelling until the 2017 publication of transformers. However, LSTM still used sequential processing, like most other RNNs. Specifically, RNNs operate one token at a time from first to last; they cannot operate in parallel over all tokens ","History
Before 1980
There are two types of artificial neural network (ANN): feedforward neural network (FNN) or multilayer perceptron (MLP) and recurrent neural networks (RNN). RNNs have cycles in their connectivity structure, whereas FNNs do not. In the 1920s, Wilhelm Lenz and Ernst Ising created the Ising model which is essentially a non-learning RNN architecture consisting of neuron-like thresh"
BM25,Why were previous models difficult to scale?,4,271,81.0,80.0,4.399925522937868,11.499460052072143,False,False,False,False,0.012345679012345678,Transformer (deep learning),BERT (language model),"Neural networks using multiplicative units were later called sigma-pi networks or higher-order networks. LSTM became the standard architecture for long sequence modelling until the 2017 publication of transformers. However, LSTM still used sequential processing, like most other RNNs. Specifically, RNNs operate one token at a time from first to last; they cannot operate in parallel over all tokens ","Sleeper agents
Researchers from Anthropic found that it was possible to create ""sleeper agents"", models with hidden functionalities that remain dormant until triggered by a specific event or condition. Upon activation, the LLM deviates from its expected behavior to make insecure actions. For example, an LLM could produce safe code except on a specific date, or if the prompt contains a specific tag"
BM25,What is the main advantage of transformers over previous models?,4,433,255.0,254.0,6.731847515670744,17.8599615169318,False,False,False,False,0.00392156862745098,Transformer (deep learning),BERT (language model),"Neural networks using multiplicative units were later called sigma-pi networks or higher-order networks. LSTM became the standard architecture for long sequence modelling until the 2017 publication of transformers. However, LSTM still used sequential processing, like most other RNNs. Specifically, RNNs operate one token at a time from first to last; they cannot operate in parallel over all tokens ","Theory
A main criticism concerns the lack of theory surrounding some methods. Learning in the most common deep architectures is implemented using well-understood gradient descent. However, the theory surrounding other algorithms, such as contrastive divergence is less clear. (e.g., Does it converge? If so, how fast? What is it approximating?) Deep learning methods are often looked at as a black bo"
BM25,What models did the transformer become the basis for?,5,310,268.0,267.0,5.7810778463763715,12.554656040070956,False,False,False,False,0.0037313432835820895,Transformer (deep learning),BERT (language model),"Modern transformers overcome this problem, but unlike RNNs, they require computation time that is quadratic in the size of the context window. The linearly scaling fast weight controller (1992) learns to compute a weight matrix for further processing depending on the input. One of its two networks has ""fast weights"" or ""dynamic links"" (1981). A slow neural network learns by gradient descent to gen","Transformers
During the 2010s, the seq2seq model was developed, and attention mechanisms were added. This led to the modern transformer architecture in 2017 in ""Attention Is All You Need"". It requires computation time that is quadratic in the size of the context window. Schmidhuber's fast weight controller (1992) scales linearly and was later shown to be equivalent to the unnormalized linear trans"
BM25,What systems did the transformer later spread to?,5,299,34.0,33.0,6.217001295200147,9.832878786334472,False,False,False,False,0.029411764705882353,Transformer (deep learning),BERT (language model),"Modern transformers overcome this problem, but unlike RNNs, they require computation time that is quadratic in the size of the context window. The linearly scaling fast weight controller (1992) learns to compute a weight matrix for further processing depending on the input. One of its two networks has ""fast weights"" or ""dynamic links"" (1981). A slow neural network learns by gradient descent to gen","backpropagation to neural networks in 1982 (his 1974 PhD thesis, reprinted in a 1994 book, did not describe the algorithm). In 1986, David E. Rumelhart, et al., popularized backpropagation but did not cite the original work."
BM25,What does the text indicate about the transformer's role in different domains?,5,480,294.0,293.0,7.199181584134437,17.274806598415676,False,False,False,False,0.003401360544217687,Transformer (deep learning),BERT (language model),"Modern transformers overcome this problem, but unlike RNNs, they require computation time that is quadratic in the size of the context window. The linearly scaling fast weight controller (1992) learns to compute a weight matrix for further processing depending on the input. One of its two networks has ""fast weights"" or ""dynamic links"" (1981). A slow neural network learns by gradient descent to gen","b
          u
          r
          g
          e
          r
        
        }
      
    
    {\displaystyle \{\mathrm {onions,potatoes} \}\Rightarrow \{\mathrm {burger} \}}
  
 found in the sales data of a supermarket would indicate that if a customer buys onions and potatoes together, they are likely to also buy hamburger meat. Such information can be used as the basis for decisions about mar"
BM25,What is the main idea of a transformer?,6,433,8.0,7.0,12.847575490817908,19.478441196214753,False,False,False,True,0.125,Transformer (deep learning),BERT (language model),"Attention with seq2seq
The idea of encoder–decoder sequence transduction had been developed in the early 2010s; commonly cited as the originators that produced seq2seq are two concurrently published papers from 2014.
A 380M-parameter model for machine translation uses two long short-term memories (LSTM). Its architecture consists of two parts. The encoder is an LSTM that takes in a sequence of tok","Theory
A main criticism concerns the lack of theory surrounding some methods. Learning in the most common deep architectures is implemented using well-understood gradient descent. However, the theory surrounding other algorithms, such as contrastive divergence is less clear. (e.g., Does it converge? If so, how fast? What is it approximating?) Deep learning methods are often looked at as a black bo"
BM25,Why are transformers efficient?,6,244,99.0,98.0,0.9355051590551696,7.177401729740037,False,False,False,False,0.010101010101010102,Transformer (deep learning),BERT (language model),"Attention with seq2seq
The idea of encoder–decoder sequence transduction had been developed in the early 2010s; commonly cited as the originators that produced seq2seq are two concurrently published papers from 2014.
A 380M-parameter model for machine translation uses two long short-term memories (LSTM). Its architecture consists of two parts. The encoder is an LSTM that takes in a sequence of tok","language in a computer systems was established, the focus shifted to establishing frameworks for computer systems to generate language with acceptable grammar. In his 2014 book titled The Language Myth: Why Language Is Not An Instinct, British cognitive linguist and digital communication technologist Vyvyan Evans mapped out the role of probabilistic context-free grammar (PCFG) in enabling NLP to m"
BM25,What mechanism powers transformers?,6,595,291.0,290.0,0.0,6.712828131516723,False,False,False,False,0.003436426116838488,Transformer (deep learning),BERT (language model),"Attention with seq2seq
The idea of encoder–decoder sequence transduction had been developed in the early 2010s; commonly cited as the originators that produced seq2seq are two concurrently published papers from 2014.
A 380M-parameter model for machine translation uses two long short-term memories (LSTM). Its architecture consists of two parts. The encoder is an LSTM that takes in a sequence of tok","The three attention matrices are added together element-wise, then passed through a softmax layer and multiplied by a projection matrix.
Absolute position encoding is included in the final self-attention layer as additional input.

Notes
References
Further reading
Rogers, Anna; Kovaleva, Olga; Rumshisky, Anna (2020). ""A Primer in BERTology: What we know about how BERT works"". arXiv:2002.12327 [cs."
BM25,What are the key components of a transformer model?,7,46,402.0,401.0,6.556274345500388,16.821826422415313,False,False,False,False,0.0024875621890547263,Transformer (deep learning),BERT (language model),"These early seq2seq models had no attention mechanism, and the state vector is accessible only after the last word of the source text was processed. Although in theory such a vector retains the information about the whole original sentence, in practice the information is poorly preserved. This is because the input is processed sequentially by one recurrent network into a fixed-size output vector, ","Scaled dot-product attention
Attention head
The attention mechanism used in the transformer architecture are scaled dot-product attention units. For each unit, the transformer model learns three weight matrices: the query weights 
  
    
      
        
          W
          
            Q
          
        
      
    
    {\displaystyle W^{Q}}
  
, the key weights 
  
    
      
        
    "
BM25,How are the components of a transformer model connected?,7,803,234.0,233.0,7.86575819212319,13.85505925682016,False,False,False,False,0.004273504273504274,Transformer (deep learning),BERT (language model),"These early seq2seq models had no attention mechanism, and the state vector is accessible only after the last word of the source text was processed. Although in theory such a vector retains the information about the whole original sentence, in practice the information is poorly preserved. This is because the input is processed sequentially by one recurrent network into a fixed-size output vector, ","Function approximation methods
In order to address the fifth issue, function approximation methods are used. Linear function approximation starts with a mapping 
  
    
      
        ϕ
      
    
    {\displaystyle \phi }
  
 that assigns a finite-dimensional vector to each state-action pair. Then, the action values of a state-action pair 
  
    
      
        (
        s
        ,
        a
"
BM25,What mechanism allows transformers to process sequences efficiently?,7,686,17.0,16.0,6.9924190400621,10.766930370367882,False,False,False,False,0.058823529411764705,Transformer (deep learning),BERT (language model),"These early seq2seq models had no attention mechanism, and the state vector is accessible only after the last word of the source text was processed. Although in theory such a vector retains the information about the whole original sentence, in practice the information is poorly preserved. This is because the input is processed sequentially by one recurrent network into a fixed-size output vector, ","For biological sequences: BioVectors
Word embeddings for n-grams in biological sequences (e.g. DNA, RNA, and proteins) for bioinformatics applications have been proposed by Asgari and Mofrad. Named bio-vectors (BioVec) to refer to biological sequences in general with protein-vectors (ProtVec) for proteins (amino-acid sequences) and gene-vectors (GeneVec) for gene sequences, this representation can"
BM25,What is tokenization in the context of transformers?,8,433,620.0,619.0,4.634574994733658,14.829595667298479,False,False,False,False,0.0016129032258064516,Transformer (deep learning),BERT (language model),"The relative performances were compared between global (that of RNN search) and local (sliding window) attention model architectures for machine translation, finding that mixed attention had higher quality than global attention, while local attention reduced translation time.
In 2016, Google Translate was revamped to Google Neural Machine Translation, which replaced the previous model based on sta","Theory
A main criticism concerns the lack of theory surrounding some methods. Learning in the most common deep architectures is implemented using well-understood gradient descent. However, the theory surrounding other algorithms, such as contrastive divergence is less clear. (e.g., Does it converge? If so, how fast? What is it approximating?) Deep learning methods are often looked at as a black bo"
BM25,How are token IDs converted into vectors for processing?,8,0,527.0,526.0,0.032117038363414355,12.47131893662879,False,False,False,False,0.0018975332068311196,Transformer (deep learning),BERT (language model),"The relative performances were compared between global (that of RNN search) and local (sliding window) attention model architectures for machine translation, finding that mixed attention had higher quality than global attention, while local attention reduced translation time.
In 2016, Google Translate was revamped to Google Neural Machine Translation, which replaced the previous model based on sta","In deep learning, the transformer is a family of artificial neural network architectures based on the multi-head attention mechanism, in which text is converted to numerical representations called tokens, and each token is converted into a vector via lookup from a word embedding table. At each layer, each token is then contextualized within the scope of the context window with other (unmasked) tok"
BM25,What determines the type of tokens used in tokenization?,8,574,566.0,565.0,4.634574994733658,14.872386948906467,False,False,False,False,0.0017667844522968198,Transformer (deep learning),BERT (language model),"The relative performances were compared between global (that of RNN search) and local (sliding window) attention model architectures for machine translation, finding that mixed attention had higher quality than global attention, while local attention reduced translation time.
In 2016, Google Translate was revamped to Google Neural Machine Translation, which replaced the previous model based on sta","Token type: The token type is a standard embedding layer, translating a one-hot vector into a dense vector based on its token type.
Position: The position embeddings are based on a token's position in the sequence. BERT uses absolute position embeddings, where each position in a sequence is mapped to a real-valued vector. Each dimension of the vector consists of a sinusoidal function that takes th"
BM25,What is the benefit of tying the input embedding matrix and output projection matrix in language models?,9,60,271.0,270.0,13.032170629801406,32.67190721833377,False,False,False,False,0.0036900369003690036,Transformer (deep learning),BERT (language model),"Parallelizing attention
Seq2seq models with attention (including self-attention) still suffered from the same issue with recurrent networks, which is that they are hard to parallelize, which prevented them from being accelerated on GPUs. In 2016, decomposable attention applied a self-attention mechanism to feedforward networks, which are easy to parallelize, and achieved SOTA result in textual ent","W
          
            Q
          
        
      
    
    {\displaystyle W^{Q}}
  
 and 
  
    
      
        
          W
          
            K
          
        
      
    
    {\displaystyle W^{K}}
  
 , which are involved in the attention score computation, defines the ""relevance"". Meanwhile, the value projection matrix 
  
    
      
        
          W
          
            V
"
BM25,What factors does the exact tokenizer strongly affect?,9,204,430.0,429.0,2.445338564732681,11.303602235996955,False,False,False,False,0.002325581395348837,Transformer (deep learning),BERT (language model),"Parallelizing attention
Seq2seq models with attention (including self-attention) still suffered from the same issue with recurrent networks, which is that they are hard to parallelize, which prevented them from being accelerated on GPUs. In 2016, decomposable attention applied a self-attention mechanism to feedforward networks, which are easy to parallelize, and achieved SOTA result in textual ent","Tokenization also compresses the datasets. Because LLMs generally require input to be an array that is not jagged, the shorter texts must be ""padded"" until they match the length of the longest one.

Byte-pair encoding
As an example, consider a tokenizer based on byte-pair encoding. In the first step, all unique characters (including blanks and punctuation marks) are treated as an initial set of n-"
BM25,Is the exact tokenizer part of the transformer architecture?,9,199,438.0,437.0,6.729694802427058,16.096683023544358,False,False,False,False,0.00228310502283105,Transformer (deep learning),BERT (language model),"Parallelizing attention
Seq2seq models with attention (including self-attention) still suffered from the same issue with recurrent networks, which is that they are hard to parallelize, which prevented them from being accelerated on GPUs. In 2016, decomposable attention applied a self-attention mechanism to feedforward networks, which are easy to parallelize, and achieved SOTA result in textual ent","At the 2017 NeurIPS conference, Google researchers introduced the transformer architecture in their landmark paper ""Attention Is All You Need"". This paper's goal was to improve upon 2014 seq2seq technology, and was based mainly on the attention mechanism developed by Bahdanau et al. in 2014. The following year in 2018, BERT was introduced and quickly became ""ubiquitous"". Though the original transf"
BM25,Why do transformers include position information?,10,574,375.0,374.0,0.0,7.67148483284715,False,False,False,False,0.0026666666666666666,Transformer (deep learning),BERT (language model),"On 2017-06-12, the original (100M-parameter) encoder–decoder transformer model was published in the ""Attention is all you need"" paper. At the time, the focus of the research was on improving seq2seq for machine translation, by removing its recurrence to process all tokens in parallel, but preserving its dot-product attention mechanism to keep its text processing performance. This led to the introd","Token type: The token type is a standard embedding layer, translating a one-hot vector into a dense vector based on its token type.
Position: The position embeddings are based on a token's position in the sequence. BERT uses absolute position embeddings, where each position in a sequence is mapped to a real-valued vector. Each dimension of the vector consists of a sinusoidal function that takes th"
BM25,What is the purpose of adding position information in transformers?,10,595,85.0,84.0,9.431881582283685,17.326549676918113,False,False,False,False,0.011764705882352941,Transformer (deep learning),BERT (language model),"On 2017-06-12, the original (100M-parameter) encoder–decoder transformer model was published in the ""Attention is all you need"" paper. At the time, the focus of the research was on improving seq2seq for machine translation, by removing its recurrence to process all tokens in parallel, but preserving its dot-product attention mechanism to keep its text processing performance. This led to the introd","The three attention matrices are added together element-wise, then passed through a softmax layer and multiplied by a projection matrix.
Absolute position encoding is included in the final self-attention layer as additional input.

Notes
References
Further reading
Rogers, Anna; Kovaleva, Olga; Rumshisky, Anna (2020). ""A Primer in BERTology: What we know about how BERT works"". arXiv:2002.12327 [cs."
BM25,What does self-attention lack regarding token order?,10,595,41.0,40.0,3.9581244746128306,11.226961135833045,False,False,False,False,0.024390243902439025,Transformer (deep learning),BERT (language model),"On 2017-06-12, the original (100M-parameter) encoder–decoder transformer model was published in the ""Attention is all you need"" paper. At the time, the focus of the research was on improving seq2seq for machine translation, by removing its recurrence to process all tokens in parallel, but preserving its dot-product attention mechanism to keep its text processing performance. This led to the introd","The three attention matrices are added together element-wise, then passed through a softmax layer and multiplied by a projection matrix.
Absolute position encoding is included in the final self-attention layer as additional input.

Notes
References
Further reading
Rogers, Anna; Kovaleva, Olga; Rumshisky, Anna (2020). ""A Primer in BERTology: What we know about how BERT works"". arXiv:2002.12327 [cs."
BM25,What is rotary positional embeddings (RoPE)?,11,657,278.0,277.0,1.844941861982871,15.23211021995678,False,False,False,False,0.0035971223021582736,Transformer (deep learning),BERT (language model),"AI boom era
As early as spring 2017, even before the ""Attention is all you need"" preprint was published, one of the co-authors applied the ""decoder-only"" variation of the architecture to generate fictitious Wikipedia articles. Transformer architecture is now used alongside many generative models that contribute to the ongoing AI boom.
The ""reference implementation"" of the original Transformer was ","Comparison of models
For the training cost column, only the largest model's cost is written by default. For example, ""21,000"" is the training cost of Llama 2 69B in units of petaFLOPS-day. Also, 1 petaFLOPS-day = 1 petaFLOP/sec × 1 day = 8.64E19 FLOP. ""T"" means ""trillion"" and ""B"" means ""billion"".
The following table lists the main model versions of Llama, describing the significant changes include"
BM25,Why has RoPE become widely used in language models?,11,520,137.0,136.0,3.8951762964748644,13.394714117333919,False,False,False,False,0.0072992700729927005,Transformer (deep learning),BERT (language model),"AI boom era
As early as spring 2017, even before the ""Attention is all you need"" preprint was published, one of the co-authors applied the ""decoder-only"" variation of the architecture to generate fictitious Wikipedia articles. Transformer architecture is now used alongside many generative models that contribute to the ongoing AI boom.
The ""reference implementation"" of the original Transformer was ","Tensor Processing Units (TPUs)
Tensor Processing Units (TPUs) are specialised hardware accelerators developed by Google specifically for machine learning workloads. Unlike general-purpose GPUs and FPGAs, TPUs are optimised for tensor computations, making them particularly efficient for deep learning tasks such as training and inference. They are widely used in Google Cloud AI services and large-sc"
BM25,What are absolute positional embeddings?,11,98,461.0,460.0,0.0,11.98715217699602,False,False,False,False,0.0021691973969631237,Transformer (deep learning),BERT (language model),"AI boom era
As early as spring 2017, even before the ""Attention is all you need"" preprint was published, one of the co-authors applied the ""decoder-only"" variation of the architecture to generate fictitious Wikipedia articles. Transformer architecture is now used alongside many generative models that contribute to the ongoing AI boom.
The ""reference implementation"" of the original Transformer was ","Subsequent work
Alternative activation functions
The original transformer uses ReLU activation function. Other activation functions were developed. The Llama series and PaLM used SwiGLU; both GPT-1 and BERT used GELU.
Alternative activation functions are often used in combination with Gated Linear Units in the feedforward module.

Alternative normalizations
The normalization used in the transforme"
BM25,What are the three vectors created for each token in self-attention?,12,575,260.0,259.0,5.2663732010315565,19.326910695179734,False,False,False,False,0.0038461538461538464,Transformer (deep learning),BERT (language model),"Starting in 2018, the OpenAI GPT series of decoder-only transformers became state of the art in natural language generation. At the end of 2022, ChatGPT, a chatbot based on a fine-tuned variant of GPT-3.5, became unexpectedly popular, triggering a boom around large language models.","The three embedding vectors are added together representing the initial token representation as a function of these three pieces of information. After embedding, the vector representation is normalized using a LayerNorm operation, outputting a 768-dimensional vector for each input token. After this, the representation vectors are passed forward through 12 Transformer encoder blocks, and are decode"
